country,region,year,year_normalized,vehicle_segment,ev_sales(units),petrol_car_sales(units),diesel_car_sales(units),ice_total_sales(units),total_vehicle_sales(units),ev_ice_ratio,ev_market_share(%),market_share_change(%),charging_stations(units),fast_chargers_share(%),chargers_per_ev_ratio,average_ev_range(km),fuel_price(usd/ltr),electricity_price(usd/kwh),fuel_to_electric_ratio,gdp(usd/person),urban_population(%),co2_emissions(mt),ev_subsidy(usd),emission_regulation(scale_0-100),ev_growth_rate_yoy(%),ev_growth_rate_category,ev_domination(0/1),economic_index,policy_index,policy_index_lagged_1y,environmental_stringency_ratio
Mexico,North America,2013,3,premium,77,243095,21139,264234,264311,0.0002914083728816125,0.03,0.019999999999999997,112,6.2,1.4545454545454546,133,0.757,0.084,9.011904761904761,9043,78.5,164.3,0,23.1,80.93,Fast Growth,0,709.8755,0.0,0.0,6.817427385892116
Mexico,North America,2014,4,commercial,13,109105,72736,181841,181854,7.149102787600157e-05,0.01,0.0,150,8.2,11.538461538461538,152,0.777,0.081,9.592592592592593,9138,78.9,167.8,0,24.4,37.51,Moderate Growth,0,720.9882000000001,0.0,0.0,6.606299212598426
Mexico,North America,2014,4,mass_market,146,643959,87813,731772,731918,0.00019951569614579405,0.02,0.0,150,8.2,1.0273972602739727,152,0.777,0.081,9.592592592592593,9138,78.9,167.8,0,24.4,16.8,Slow Growth,0,720.9882000000001,0.0,0.0,6.606299212598426
Mexico,North America,2014,4,premium,88,279802,24331,304133,304221,0.00028934709485652657,0.03,0.0,150,8.2,1.7045454545454546,152,0.777,0.081,9.592592592592593,9138,78.9,167.8,0,24.4,38.67,Moderate Growth,0,720.9882000000001,0.0,0.0,6.606299212598426
Mexico,North America,2015,5,commercial,14,118034,78689,196723,196737,7.11660558246875e-05,0.01,0.0,191,10.2,13.642857142857142,155,0.8,0.08,10.0,9144,79.0,169.1,0,24.9,40.95,Moderate Growth,0,722.376,0.0,0.0,6.5289575289575295
Mexico,North America,2015,5,mass_market,154,679464,92654,772118,772272,0.00019945137919333573,0.02,0.0,191,10.2,1.2402597402597402,155,0.8,0.08,10.0,9144,79.0,169.1,0,24.9,5.48,Slow Growth,0,722.376,0.0,0.0,6.5289575289575295
Mexico,North America,2015,5,premium,95,302244,26282,328526,328621,0.00028917041573574086,0.03,0.0,191,10.2,2.0105263157894737,155,0.8,0.08,10.0,9144,79.0,169.1,0,24.9,39.49,Moderate Growth,0,722.376,0.0,0.0,6.5289575289575295
Mexico,North America,2016,6,commercial,23,130316,86878,217194,217217,0.00010589611131062553,0.01,0.0,216,10.3,9.391304347826088,175,0.847,0.079,10.721518987341772,9476,79.6,168.9,0,27.2,27.87,Moderate Growth,0,754.2896,0.0,0.0,5.98936170212766
Mexico,North America,2016,6,mass_market,255,746750,101829,848579,848834,0.0003005023692549545,0.03,0.009999999999999998,216,10.3,0.8470588235294118,175,0.847,0.079,10.721518987341772,9476,79.6,168.9,0,27.2,65.58,Fast Growth,0,754.2896,0.0,0.0,5.98936170212766
Mexico,North America,2016,6,premium,154,325890,28338,354228,354382,0.00043474824124575134,0.04,0.010000000000000002,216,10.3,1.4025974025974026,175,0.847,0.079,10.721518987341772,9476,79.6,168.9,0,27.2,25.99,Moderate Growth,0,754.2896,0.0,0.0,5.98936170212766
Mexico,North America,2017,7,commercial,40,138659,92439,231098,231138,0.00017308674242096425,0.02,0.01,250,11.4,6.25,201,0.897,0.078,11.5,9541,79.7,170.9,0,29.0,45.45,Moderate Growth,0,760.4177000000001,0.0,0.0,5.696666666666667
Mexico,North America,2017,7,mass_market,465,818499,111613,930112,930577,0.0004999397921970687,0.05,0.020000000000000004,250,11.4,0.5376344086021505,201,0.897,0.078,11.5,9541,79.7,170.9,0,29.0,82.35,Fast Growth,0,760.4177000000001,0.0,0.0,5.696666666666667
Mexico,North America,2017,7,premium,279,354150,30796,384946,385225,0.0007247769817065251,0.07,0.030000000000000006,250,11.4,0.8960573476702509,201,0.897,0.078,11.5,9541,79.7,170.9,0,29.0,81.17,Fast Growth,0,760.4177000000001,0.0,0.0,5.696666666666667
Mexico,North America,2018,8,commercial,53,128654,85770,214424,214477,0.00024717382382569115,0.02,0.0,288,13.2,5.433962264150943,246,0.953,0.078,12.217948717948717,9843,80.2,172.8,0,31.8,55.85,Fast Growth,0,789.4086,0.0,0.0,5.26829268292683
Mexico,North America,2018,8,mass_market,600,754024,102821,856845,857445,0.0007002433345587592,0.07,0.020000000000000004,288,13.2,0.48,246,0.953,0.078,12.217948717948717,9843,80.2,172.8,0,31.8,29.03,Moderate Growth,0,789.4086,0.0,0.0,5.26829268292683
Mexico,North America,2018,8,premium,365,330374,28728,359102,359467,0.0010164243028443173,0.1,0.03,288,13.2,0.7890410958904109,246,0.953,0.078,12.217948717948717,9843,80.2,172.8,0,31.8,30.82,Moderate Growth,0,789.4086,0.0,0.0,5.26829268292683
Mexico,North America,2019,9,commercial,76,118841,79227,198068,198144,0.00038370660581214534,0.04,0.02,630,16.0,8.289473684210526,277,1.0,0.079,12.658227848101266,10035,80.8,166.2,0,32.7,48.95,Moderate Growth,0,810.828,0.0,0.0,4.931750741839762
Mexico,North America,2019,9,mass_market,873,697888,95166,793054,793927,0.0011008077634057705,0.11,0.039999999999999994,630,16.0,0.7216494845360825,277,1.0,0.079,12.658227848101266,10035,80.8,166.2,0,32.7,45.5,Moderate Growth,0,810.828,0.0,0.0,4.931750741839762
Mexico,North America,2019,9,premium,530,305473,26563,332036,332566,0.0015962124588899998,0.16,0.06,630,16.0,1.1886792452830188,277,1.0,0.079,12.658227848101266,10035,80.8,166.2,0,32.7,45.21,Moderate Growth,0,810.828,0.0,0.0,4.931750741839762
Mexico,North America,2020,10,commercial,110,85877,57251,143128,143238,0.0007685428427701079,0.08,0.04,939,15.1,8.536363636363637,313,1.083,0.081,13.37037037037037,10289,80.8,161.3,0,36.0,40.1,Moderate Growth,0,831.3512,0.0,0.0,4.35945945945946
Mexico,North America,2020,10,mass_market,1255,500791,68290,569081,570336,0.002205309964662324,0.22,0.11,939,15.1,0.748207171314741,313,1.083,0.081,13.37037037037037,10289,80.8,161.3,0,36.0,43.76,Moderate Growth,0,831.3512,0.0,0.0,4.35945945945946
Mexico,North America,2020,10,premium,763,219488,19086,238574,239337,0.0031981691215304266,0.32,0.16,939,15.1,1.2306684141546527,313,1.083,0.081,13.37037037037037,10289,80.8,161.3,0,36.0,43.96,Moderate Growth,0,831.3512,0.0,0.0,4.35945945945946
Mexico,North America,2021,11,commercial,259,90323,60215,150538,150797,0.0017204958216530046,0.17,0.09000000000000001,1443,17.7,5.571428571428571,350,1.157,0.083,13.939759036144578,10806,81.0,158.2,0,39.2,135.45,Extraordinary Growth,0,875.286,0.0,0.0,3.9353233830845764
Mexico,North America,2021,11,mass_market,3006,537222,73258,610480,613486,0.004923994234045341,0.49,0.27,1443,17.7,0.48003992015968067,350,1.157,0.083,13.939759036144578,10806,81.0,158.2,0,39.2,139.52,Extraordinary Growth,0,875.286,0.0,0.0,3.9353233830845764
Mexico,North America,2021,11,premium,1831,235445,20474,255919,257750,0.007154607512533263,0.71,0.38999999999999996,1443,17.7,0.7880939377389404,350,1.157,0.083,13.939759036144578,10806,81.0,158.2,0,39.2,139.97,Extraordinary Growth,0,875.286,0.0,0.0,3.9353233830845764
Mexico,North America,2022,12,commercial,725,96601,64400,161001,161726,0.004503077620635896,0.45,0.28,2059,21.8,2.84,380,1.227,0.086,14.267441860465118,11009,81.2,163.8,0,41.2,179.92,Extraordinary Growth,0,893.9308000000001,0.0,0.0,3.881516587677725
Mexico,North America,2022,12,mass_market,8266,561012,76502,637514,645780,0.012965989766499245,1.28,0.79,2059,21.8,0.24909266876360997,380,1.227,0.086,14.267441860465118,11009,81.2,163.8,0,41.2,174.98,Extraordinary Growth,0,893.9308000000001,0.0,0.0,3.881516587677725
Mexico,North America,2022,12,premium,4954,241011,20957,261968,266922,0.01891070665119404,1.86,1.1500000000000001,2059,21.8,0.4156237383932176,380,1.227,0.086,14.267441860465118,11009,81.2,163.8,0,41.2,170.56,Extraordinary Growth,0,893.9308000000001,0.0,0.0,3.881516587677725
Mexico,North America,2023,13,commercial,1197,114552,76368,190920,192117,0.006269641734758014,0.62,0.16999999999999998,3540,20.6,2.9573934837092732,403,1.213,0.091,13.32967032967033,11434,81.2,164.9,0,43.6,65.1,Fast Growth,0,928.4408000000001,0.0,0.0,3.697309417040359
Mexico,North America,2023,13,mass_market,13922,676027,92186,768213,782135,0.018122577982929215,1.78,0.5,3540,20.6,0.2542738112340181,403,1.213,0.091,13.32967032967033,11434,81.2,164.9,0,43.6,68.42,Fast Growth,0,928.4408000000001,0.0,0.0,3.697309417040359
Mexico,North America,2023,13,premium,8485,294642,25621,320263,328748,0.026493850366729844,2.58,0.72,3540,20.6,0.41720683559222155,403,1.213,0.091,13.32967032967033,11434,81.2,164.9,0,43.6,71.28,Fast Growth,0,928.4408000000001,0.0,0.0,3.697309417040359
Mexico,North America,2024,14,commercial,1771,113525,75684,189209,190980,0.00936001987220481,0.93,0.31000000000000005,4744,23.6,2.67871259175607,433,1.177,0.096,12.260416666666666,11621,81.6,164.7,0,46.6,47.95,Moderate Growth,0,948.2736,0.0,0.0,3.460084033613445
Mexico,North America,2024,14,mass_market,20646,667434,91014,758448,779094,0.027221378393772547,2.65,0.8699999999999999,4744,23.6,0.22977816526203623,433,1.177,0.096,12.260416666666666,11621,81.6,164.7,0,46.6,48.3,Moderate Growth,0,948.2736,0.0,0.0,3.460084033613445
Mexico,North America,2024,14,premium,12489,287534,25003,312537,325026,0.03996006872786262,3.84,1.2599999999999998,4744,23.6,0.37985427175914804,433,1.177,0.096,12.260416666666666,11621,81.6,164.7,0,46.6,47.19,Moderate Growth,0,948.2736,0.0,0.0,3.460084033613445
Mexico,North America,2025,15,commercial,2468,125943,83962,209905,212373,0.01175769991186489,1.16,0.22999999999999987,7945,26.0,3.2192058346839545,447,1.13,0.101,11.188118811881186,11927,81.0,164.0,0,49.7,39.36,Moderate Growth,0,966.087,0.0,0.0,3.234714003944773
Mexico,North America,2025,15,mass_market,28384,727380,99188,826568,854952,0.034339582466294365,3.32,0.6699999999999999,7945,26.0,0.2799112175873732,447,1.13,0.101,11.188118811881186,11927,81.0,164.0,0,49.7,37.48,Moderate Growth,0,966.087,0.0,0.0,3.234714003944773
Mexico,North America,2025,15,premium,16966,308631,26837,335468,352434,0.050574123314295255,4.81,0.9699999999999998,7945,26.0,0.4682895202169044,447,1.13,0.101,11.188118811881186,11927,81.0,164.0,0,49.7,35.85,Moderate Growth,0,966.087,0.0,0.0,3.234714003944773
Netherlands,Europe,2010,0,commercial,15,42900,28600,71500,71515,0.0002097902097902098,0.02,0.0,304,2.1,20.266666666666666,121,1.75,0.197,8.883248730964466,50202,83.0,34.5,0,61.2,0.0,Decline,0,4166.766,0.0,0.0,0.5546623794212219
Netherlands,Europe,2010,0,mass_market,170,249066,33964,283030,283200,0.000600643041373706,0.06,0.0,304,2.1,1.7882352941176471,121,1.75,0.197,8.883248730964466,50202,83.0,34.5,0,61.2,0.0,Decline,0,4166.766,0.0,0.0,0.5546623794212219
Netherlands,Europe,2010,0,premium,103,109267,9502,118769,118872,0.0008672296643063425,0.09,0.0,304,2.1,2.9514563106796117,121,1.75,0.197,8.883248730964466,50202,83.0,34.5,0,61.2,0.0,Decline,0,4166.766,0.0,0.0,0.5546623794212219
Netherlands,Europe,2011,1,commercial,142,39753,26502,66255,66397,0.0021432344728699723,0.21,0.19,2175,2.6,15.316901408450704,136,1.67,0.199,8.391959798994973,48960,84.7,34.0,669,65.2,300.0,Extraordinary Growth,0,4146.912,436.18800000000005,0.0,0.5135951661631419
Netherlands,Europe,2011,1,mass_market,1607,230465,31427,261892,263499,0.006136117178073404,0.61,0.55,2175,2.6,1.3534536403235844,136,1.67,0.199,8.391959798994973,48960,84.7,34.0,669,65.2,300.0,Extraordinary Growth,0,4146.912,436.18800000000005,0.0,0.5135951661631419
Netherlands,Europe,2011,1,premium,991,102119,8880,110999,111990,0.008928008360435679,0.88,0.79,2175,2.6,2.194752774974773,136,1.67,0.199,8.391959798994973,48960,84.7,34.0,669,65.2,300.0,Extraordinary Growth,0,4146.912,436.18800000000005,0.0,0.5135951661631419
Netherlands,Europe,2012,2,commercial,267,38665,25776,64441,64708,0.004143324901848202,0.41,0.19999999999999998,3835,3.4,14.363295880149813,143,1.62,0.2,8.1,48198,86.3,34.1,1334,66.0,88.03,Fast Growth,0,4159.4874,880.44,436.18800000000005,0.508955223880597
Netherlands,Europe,2012,2,mass_market,3063,225738,30783,256521,259584,0.01194054287953033,1.18,0.57,3835,3.4,1.2520404831864185,143,1.62,0.2,8.1,48198,86.3,34.1,1334,66.0,90.6,Fast Growth,0,4159.4874,880.44,436.18800000000005,0.508955223880597
Netherlands,Europe,2012,2,premium,1818,96058,8353,104411,106229,0.017411958510118664,1.71,0.83,3835,3.4,2.1094609460946097,143,1.62,0.2,8.1,48198,86.3,34.1,1334,66.0,83.45,Fast Growth,0,4159.4874,880.44,436.18800000000005,0.508955223880597
Netherlands,Europe,2013,3,commercial,549,38369,25580,63949,64498,0.008584966144896714,0.85,0.44,5912,3.6,10.768670309653917,149,1.63,0.199,8.190954773869345,45611,87.6,34.0,1953,68.1,105.62,Extraordinary Growth,0,3995.5235999999995,1329.993,880.44,0.4920405209840811
Netherlands,Europe,2013,3,mass_market,6149,217272,29628,246900,253049,0.02490481976508708,2.43,1.2500000000000002,5912,3.6,0.9614571475036592,149,1.63,0.199,8.190954773869345,45611,87.6,34.0,1953,68.1,100.75,Extraordinary Growth,0,3995.5235999999995,1329.993,880.44,0.4920405209840811
Netherlands,Europe,2013,3,premium,3708,93395,8121,101516,105224,0.03652626187005004,3.52,1.81,5912,3.6,1.5943905070118662,149,1.63,0.199,8.190954773869345,45611,87.6,34.0,1953,68.1,103.96,Extraordinary Growth,0,3995.5235999999995,1329.993,880.44,0.4920405209840811
Netherlands,Europe,2014,4,commercial,797,37688,25126,62814,63611,0.012688254210844716,1.25,0.4,12010,4.2,15.06900878293601,168,1.63,0.198,8.232323232323232,45570,88.8,34.6,2641,69.5,45.17,Moderate Growth,0,4046.616,1835.495,1329.993,0.4907801418439717
Netherlands,Europe,2014,4,mass_market,9111,215948,29448,245396,254507,0.03712774454351334,3.58,1.15,12010,4.2,1.3181868071561849,168,1.63,0.198,8.232323232323232,45570,88.8,34.6,2641,69.5,48.17,Moderate Growth,0,4046.616,1835.495,1329.993,0.4907801418439717
Netherlands,Europe,2014,4,premium,5500,92410,8036,100446,105946,0.05475578918025606,5.19,1.6700000000000004,12010,4.2,2.1836363636363636,168,1.63,0.198,8.232323232323232,45570,88.8,34.6,2641,69.5,48.33,Moderate Growth,0,4046.616,1835.495,1329.993,0.4907801418439717
Netherlands,Europe,2015,5,commercial,1068,39613,26408,66021,67089,0.016176671059208433,1.59,0.3400000000000001,17818,4.9,16.683520599250937,175,1.637,0.2,8.184999999999999,44713,90.5,34.1,3343,71.5,34.0,Moderate Growth,0,4046.5265,2390.245,1835.495,0.47034482758620694
Netherlands,Europe,2015,5,mass_market,12426,229398,31281,260679,273105,0.04766782134349142,4.55,0.9699999999999998,17818,4.9,1.4339288588443586,175,1.637,0.2,8.184999999999999,44713,90.5,34.1,3343,71.5,36.38,Moderate Growth,0,4046.5265,2390.245,1835.495,0.47034482758620694
Netherlands,Europe,2015,5,premium,7525,98007,8522,106529,114054,0.07063804222324438,6.6,1.4099999999999993,17818,4.9,2.3678405315614617,175,1.637,0.2,8.184999999999999,44713,90.5,34.1,3343,71.5,36.82,Moderate Growth,0,4046.5265,2390.245,1835.495,0.47034482758620694
Netherlands,Europe,2016,6,commercial,1252,37978,25319,63297,64549,0.019779768393446768,1.94,0.34999999999999987,25616,5.3,20.46006389776358,200,1.637,0.205,7.9853658536585375,47547,91.1,34.1,4051,73.9,17.23,Slow Growth,0,4331.5317000000005,2993.6890000000003,2390.245,0.45527369826435243
Netherlands,Europe,2016,6,mass_market,14281,214282,29220,243502,257783,0.05864838892493696,5.54,0.9900000000000002,25616,5.3,1.7937119249352287,200,1.637,0.205,7.9853658536585375,47547,91.1,34.1,4051,73.9,14.93,Slow Growth,0,4331.5317000000005,2993.6890000000003,2390.245,0.45527369826435243
Netherlands,Europe,2016,6,premium,8540,89953,7822,97775,106315,0.08734339043722833,8.03,1.4299999999999997,25616,5.3,2.9995316159250587,200,1.637,0.205,7.9853658536585375,47547,91.1,34.1,4051,73.9,13.49,Slow Growth,0,4331.5317000000005,2993.6890000000003,2390.245,0.45527369826435243
Netherlands,Europe,2017,7,commercial,1342,37346,24897,62243,63585,0.021560657423324713,2.11,0.16999999999999993,31883,6.3,23.757824143070046,227,1.67,0.209,7.990430622009569,48401,90.9,33.5,4083,77.4,7.19,Slow Growth,0,4399.650900000001,3160.242,2993.6890000000003,0.4272959183673469
Netherlands,Europe,2017,7,mass_market,14838,203482,27747,231229,246067,0.06417015166782714,6.03,0.4900000000000002,31883,6.3,2.1487397223345464,227,1.67,0.209,7.990430622009569,48401,90.9,33.5,4083,77.4,3.9,Slow Growth,0,4399.650900000001,3160.242,2993.6890000000003,0.4272959183673469
Netherlands,Europe,2017,7,premium,9243,88756,7718,96474,105717,0.09580819702717831,8.74,0.7100000000000009,31883,6.3,3.4494211835983988,227,1.67,0.209,7.990430622009569,48401,90.9,33.5,4083,77.4,8.23,Slow Growth,0,4399.650900000001,3160.242,2993.6890000000003,0.4272959183673469
Netherlands,Europe,2018,8,commercial,1317,37417,24945,62362,63679,0.02111862993489625,2.07,-0.040000000000000036,42365,7.4,32.16780561883068,272,1.717,0.211,8.13744075829384,50428,91.8,33.7,4104,79.3,-1.86,Decline,0,4629.2904,3254.472,3160.242,0.4196762141967622
Netherlands,Europe,2018,8,mass_market,14945,209386,28553,237939,252884,0.06281021606378105,5.91,-0.1200000000000001,42365,7.4,2.834727333556373,272,1.717,0.211,8.13744075829384,50428,91.8,33.7,4104,79.3,0.72,Slow Growth,0,4629.2904,3254.472,3160.242,0.4196762141967622
Netherlands,Europe,2018,8,premium,9091,89231,7759,96990,106081,0.09373131250644397,8.57,-0.16999999999999993,42365,7.4,4.660103398966011,272,1.717,0.211,8.13744075829384,50428,91.8,33.7,4104,79.3,-1.64,Decline,0,4629.2904,3254.472,3160.242,0.4196762141967622
Netherlands,Europe,2019,9,commercial,3524,37871,25248,63119,66643,0.0558310492878531,5.29,3.22,51265,8.1,14.54738933030647,307,1.807,0.213,8.48356807511737,53138,91.6,32.1,4053,82.9,167.58,Extraordinary Growth,0,4867.440799999999,3359.937,3254.472,0.38259833134684146
Netherlands,Europe,2019,9,mass_market,41419,204775,27924,232699,274118,0.1779938891013713,15.11,9.2,51265,8.1,1.2377169897872957,307,1.807,0.213,8.48356807511737,53138,91.6,32.1,4053,82.9,177.14,Extraordinary Growth,0,4867.440799999999,3359.937,3254.472,0.38259833134684146
Netherlands,Europe,2019,9,premium,24488,80297,6982,87279,111767,0.28057150059006175,21.91,13.34,51265,8.1,2.0934743547860175,307,1.807,0.213,8.48356807511737,53138,91.6,32.1,4053,82.9,169.37,Extraordinary Growth,0,4867.440799999999,3359.937,3254.472,0.38259833134684146
Netherlands,Europe,2020,10,commercial,3652,30366,20244,50610,54262,0.07215965224263979,6.73,1.4400000000000004,70476,9.3,19.297918948521357,344,1.96,0.242,8.099173553719009,54427,92.4,30.7,3985,83.9,3.63,Slow Growth,0,5029.054800000001,3343.415,3359.937,0.3616018845700824
Netherlands,Europe,2020,10,mass_market,40703,150445,20515,170960,211663,0.23808493214787085,19.23,4.120000000000001,70476,9.3,1.7314694248581186,344,1.96,0.242,8.099173553719009,54427,92.4,30.7,3985,83.9,-1.73,Decline,0,5029.054800000001,3343.415,3359.937,0.3616018845700824
Netherlands,Europe,2020,10,premium,24764,58925,5124,64049,88813,0.38664147761869816,27.88,5.969999999999999,70476,9.3,2.8459053464706834,344,1.96,0.242,8.099173553719009,54427,92.4,30.7,3985,83.9,1.13,Slow Growth,0,5029.054800000001,3343.415,3359.937,0.3616018845700824
Netherlands,Europe,2021,11,commercial,3305,30338,20225,50563,53868,0.06536400134485691,6.14,-0.5900000000000007,88840,11.3,26.880484114977307,385,2.153,0.287,7.501742160278746,55259,92.5,29.8,3444,86.4,-9.5,Decline,0,5111.4575,2975.6160000000004,3343.415,0.34096109839816935
Netherlands,Europe,2021,11,mass_market,37412,154885,21121,176006,213418,0.21256093542265606,17.53,-1.6999999999999993,88840,11.3,2.3746391532128728,385,2.153,0.287,7.501742160278746,55259,92.5,29.8,3444,86.4,-8.09,Decline,0,5111.4575,2975.6160000000004,3343.415,0.34096109839816935
Netherlands,Europe,2021,11,premium,23402,60016,5293,65309,88711,0.3583273362017486,26.38,-1.5,88840,11.3,3.7962567301940005,385,2.153,0.287,7.501742160278746,55259,92.5,29.8,3444,86.4,-5.5,Decline,0,5111.4575,2975.6160000000004,3343.415,0.34096109839816935
Netherlands,Europe,2022,12,commercial,3992,26116,17411,43527,47519,0.09171318951455419,8.4,2.2600000000000007,114826,12.1,28.764028056112224,414,2.153,0.325,6.624615384615384,57360,92.4,30.3,2910,90.6,20.79,Moderate Growth,0,5300.064,2636.46,2975.6160000000004,0.3307860262008734
Netherlands,Europe,2022,12,mass_market,44907,125140,17065,142205,187112,0.3157905840160332,24.0,6.469999999999999,114826,12.1,2.5569733003763333,414,2.153,0.325,6.624615384615384,57360,92.4,30.3,2910,90.6,20.03,Moderate Growth,0,5300.064,2636.46,2975.6160000000004,0.3307860262008734
Netherlands,Europe,2022,12,premium,27143,46785,4068,50853,77996,0.5337541541305331,34.8,8.419999999999998,114826,12.1,4.2304093136351915,414,2.153,0.325,6.624615384615384,57360,92.4,30.3,2910,90.6,15.99,Slow Growth,0,5300.064,2636.46,2975.6160000000004,0.3307860262008734
Netherlands,Europe,2023,13,commercial,6254,30479,20320,50799,57053,0.12311265969802555,10.96,2.5600000000000005,145934,14.4,23.334505916213622,434,2.153,0.33,6.524242424242424,59804,92.9,29.8,2962,90.9,56.66,Fast Growth,0,5555.7916000000005,2692.458,2636.46,0.32426550598476606
Netherlands,Europe,2023,13,mass_market,73058,140980,19225,160205,233263,0.4560282138510034,31.32,7.32,145934,14.4,1.9975088286019327,434,2.153,0.33,6.524242424242424,59804,92.9,29.8,2962,90.9,62.69,Fast Growth,0,5555.7916000000005,2692.458,2636.46,0.32426550598476606
Netherlands,Europe,2023,13,premium,43592,48204,4192,52396,95988,0.8319719062523857,45.41,10.61,145934,14.4,3.3477243530923104,434,2.153,0.33,6.524242424242424,59804,92.9,29.8,2962,90.9,60.6,Fast Growth,0,5555.7916000000005,2692.458,2636.46,0.32426550598476606
Netherlands,Europe,2024,14,commercial,6999,31402,20934,52336,59335,0.13373203913176399,11.8,0.8399999999999999,174072,15.2,24.870981568795543,474,2.153,0.306,7.0359477124183005,60653,93.1,28.7,2947,92.7,11.91,Slow Growth,0,5646.7943,2731.869,2692.458,0.3062966915688367
Netherlands,Europe,2024,14,mass_market,80462,139303,18996,158299,238761,0.5082912715809954,33.7,2.3800000000000026,174072,15.2,2.163406328453183,474,2.153,0.306,7.0359477124183005,60653,93.1,28.7,2947,92.7,10.13,Slow Growth,0,5646.7943,2731.869,2692.458,0.3062966915688367
Netherlands,Europe,2024,14,premium,48474,46668,4058,50726,99200,0.9556046209044672,48.86,3.450000000000003,174072,15.2,3.5910384948632257,474,2.153,0.306,7.0359477124183005,60653,93.1,28.7,2947,92.7,11.2,Slow Growth,0,5646.7943,2731.869,2692.458,0.3062966915688367
Netherlands,Europe,2025,15,commercial,7865,32150,21434,53584,61449,0.14677888922066287,12.8,1.0,196516,18.5,24.986141131595677,488,2.08,0.279,7.455197132616487,63891,92.7,27.6,2934,94.9,12.37,Slow Growth,0,5922.6957,2784.3660000000004,2731.869,0.28779979144942647
Netherlands,Europe,2025,15,mass_market,90352,137908,18806,156714,247066,0.5765407047232538,36.57,2.8699999999999974,196516,18.5,2.175004427129449,488,2.08,0.279,7.455197132616487,63891,92.7,27.6,2934,94.9,12.29,Slow Growth,0,5922.6957,2784.3660000000004,2731.869,0.28779979144942647
Netherlands,Europe,2025,15,premium,54703,44581,3877,48458,103161,1.1288744892484213,53.03,4.170000000000002,196516,18.5,3.5924172348865695,488,2.08,0.279,7.455197132616487,63891,92.7,27.6,2934,94.9,12.85,Slow Growth,1,5922.6957,2784.3660000000004,2731.869,0.28779979144942647
Norway,Europe,2010,0,commercial,20,11782,7854,19636,19656,0.001018537380321858,0.1,0.0,205,5.1,10.25,128,1.8,0.12,15.000000000000002,87808,79.4,10.7,0,69.9,0.0,Decline,0,6971.9552,0.0,0.0,0.15091678420310295
Norway,Europe,2010,0,mass_market,230,69659,9499,79158,79388,0.002905581242578135,0.29,0.0,205,5.1,0.8913043478260869,128,1.8,0.12,15.000000000000002,87808,79.4,10.7,0,69.9,0.0,Decline,0,6971.9552,0.0,0.0,0.15091678420310295
Norway,Europe,2010,0,premium,141,30624,2663,33287,33428,0.004235887884158981,0.42,0.0,205,5.1,1.4539007092198581,128,1.8,0.12,15.000000000000002,87808,79.4,10.7,0,69.9,0.0,Decline,0,6971.9552,0.0,0.0,0.15091678420310295
Norway,Europe,2011,1,commercial,115,12425,8283,20708,20823,0.005553409310411435,0.55,0.45000000000000007,797,8.6,6.930434782608696,130,1.767,0.113,15.63716814159292,86544,79.5,10.5,0,72.7,300.0,Extraordinary Growth,0,6880.248,0.0,0.0,0.14246947082767977
Norway,Europe,2011,1,mass_market,1294,70947,9675,80622,81916,0.016050209620202923,1.58,1.29,797,8.6,0.615919629057187,130,1.767,0.113,15.63716814159292,86544,79.5,10.5,0,72.7,300.0,Extraordinary Growth,0,6880.248,0.0,0.0,0.14246947082767977
Norway,Europe,2011,1,premium,785,30812,2679,33491,34276,0.02343913290137649,2.29,1.87,797,8.6,1.0152866242038217,130,1.767,0.113,15.63716814159292,86544,79.5,10.5,0,72.7,300.0,Extraordinary Growth,0,6880.248,0.0,0.0,0.14246947082767977
Norway,Europe,2012,2,commercial,209,12631,8421,21052,21261,0.009927797833935019,0.98,0.42999999999999994,1367,9.7,6.54066985645933,146,1.713,0.108,15.861111111111112,82489,79.7,10.3,0,75.0,81.74,Fast Growth,0,6574.3733,0.0,0.0,0.1355263157894737
Norway,Europe,2012,2,mass_market,2373,72230,9849,82079,84452,0.02891117094506512,2.81,1.23,1367,9.7,0.5760640539401601,146,1.713,0.108,15.861111111111112,82489,79.7,10.3,0,75.0,83.38,Fast Growth,0,6574.3733,0.0,0.0,0.1355263157894737
Norway,Europe,2012,2,premium,1414,30618,2662,33280,34694,0.04248798076923077,4.08,1.79,1367,9.7,0.9667609618104668,146,1.713,0.108,15.861111111111112,82489,79.7,10.3,0,75.0,80.13,Fast Growth,0,6574.3733,0.0,0.0,0.1355263157894737
Norway,Europe,2013,3,commercial,584,12158,8106,20264,20848,0.02881958152388472,2.8,1.8199999999999998,1841,13.0,3.1523972602739727,156,1.637,0.103,15.893203883495147,81142,80.2,10.2,0,77.7,179.43,Extraordinary Growth,0,6507.588400000001,0.0,0.0,0.12960609911054635
Norway,Europe,2013,3,mass_market,6809,68819,9384,78203,85012,0.08706827103819546,8.01,5.199999999999999,1841,13.0,0.27037744162138344,156,1.637,0.103,15.893203883495147,81142,80.2,10.2,0,77.7,186.94,Extraordinary Growth,0,6507.588400000001,0.0,0.0,0.12960609911054635
Norway,Europe,2013,3,premium,4015,28106,2444,30550,34565,0.13142389525368248,11.62,7.539999999999999,1841,13.0,0.4585305105853051,156,1.637,0.103,15.893203883495147,81142,80.2,10.2,0,77.7,183.95,Extraordinary Growth,0,6507.588400000001,0.0,0.0,0.12960609911054635
